CHR,P
4,0.125
4,0.52
4,0.478
4,0.288
6,0.506
4,0.42
4,0.028
4,0.09
6,0.534
4,0.282
4,0.573
4,0.357
8,0.378
8,0.128
5,0.659
5,1.062
5,0.014
5,0.014
5,0.09
5,0.092
5,0.499
5,1.073
6,0.014
5,1.52
5,0.183
5,0.075
5,0.09
5,0.666
5,0.515
5,0.258
5,-0.0
5,-0.0
5,0.219
5,0.373
5,0.143
5,0.163
5,0.146
5,0.196
11,0.412
5,0.263
5,0.351
5,0.419
5,1.151
5,0.058
5,0.847
5,0.544
5,0.452
5,0.22
5,0.123
5,1.103
5,0.297
5,1.056
5,0.308
12,0.201
5,0.029
5,0.355
5,1.886
5,0.198
5,0.16
5,0.468
5,0.268
5,0.313
5,0.281
5,0.256
5,1.214
5,0.059
5,0.042
5,0.279
5,0.219
5,0.677
5,0.236
5,0.418
5,0.126
5,0.043
5,0.126
5,0.435
5,0.091
5,0.549
5,0.091
5,0.075
10,0.386
5,0.454
1,0.388
5,0.127
5,0.09
5,0.057
5,0.43
5,0.058
5,0.567
19,0.955
5,1.168
5,0.284
5,0.014
6,0.059
6,0.615
6,0.955
6,0.177
6,0.014
6,0.2
6,0.217
6,0.815
6,0.029
6,0.557
6,0.741
6,0.401
6,0.438
6,0.467
6,0.178
6,1.631
6,0.695
17,0.092
6,0.92
6,0.381
6,0.415
6,0.261
6,0.826
6,0.612
6,1.031
6,0.044
6,0.489
6,0.449
6,0.728
6,0.67
23,0.032
23,0.51
6,0.503
23,0.176
23,0.331
6,0.108
6,0.161
23,0.012
6,0.704
23,0.133
6,0.044
1,0.658
6,0.091
1,0.277
6,0.043
6,0.476
6,0.06
6,0.217
1,0.797
1,0.014
6,0.36
6,0.224
6,0.159
6,0.176
6,0.344
6,0.397
6,0.526
11,0.577
7,0.64
7,0.157
7,0.711
7,0.801
7,0.387
7,0.322
7,0.353
7,0.161
7,0.145
7,0.092
7,0.043
7,-0.0
7,0.177
7,0.244
23,0.021
7,0.058
7,0.518
7,0.913
7,0.205
7,0.074
7,0.028
7,0.207
7,0.48
7,0.014
7,0.015
7,0.159
7,0.275
7,0.451
7,1.006
7,0.353
7,0.758
7,0.442
7,0.428
7,0.432
7,0.818
7,0.427
7,0.091
7,0.043
7,0.162
7,0.139
7,0.289
7,0.167
7,0.646
7,0.236
7,0.127
7,1.04
7,1.573
7,0.462
4,0.238
7,0.043
7,0.589
7,0.042
2,1.849
7,0.09
7,0.234
7,1.802
7,0.177
7,0.585
7,2.249
7,0.58
7,0.276
7,0.075
7,0.434
7,0.071
7,1.194
7,0.076
7,0.125
7,1.145
7,0.06
7,1.294
7,0.127
7,0.504
7,0.256
7,0.09
7,0.042
7,0.987
7,0.161
7,0.283
8,0.125
11,0.044
11,0.111
8,0.058
8,0.029
8,0.076
17,0.184
8,0.161
8,0.223
8,0.428
8,0.143
8,0.029
8,0.198
8,0.112
8,0.058
8,0.521
8,0.357
8,0.302
8,0.349
8,0.029
8,0.679
8,0.126
8,0.201
8,0.145
8,0.537
8,0.139
8,0.387
8,0.398
8,0.885
8,0.107
8,0.058
8,0.441
8,0.043
8,0.343
8,0.298
8,0.074
8,0.029
8,0.319
8,0.314
6,0.388
8,0.522
8,-0.0
8,0.535
8,0.06
8,0.446
8,0.2
8,0.059
8,0.876
8,0.203
8,0.197
8,0.059
8,0.352
8,0.184
8,0.144
23,0.344
8,0.918
8,0.059
8,0.785
8,0.014
8,0.107
8,0.06
8,0.458
8,0.346
8,0.419
6,0.044
8,1.076
8,0.95
8,0.376
8,0.145
8,0.498
8,0.014
8,0.044
8,0.217
8,0.973
8,0.281
9,0.163
9,0.464
9,0.198
9,0.311
9,0.491
9,0.446
9,0.322
9,0.926
9,0.014
14,0.043
9,0.341
9,0.044
9,1.506
9,0.211
9,0.125
9,0.556
9,0.108
9,0.322
9,0.346
1,0.044
9,0.377
9,0.614
9,0.861
23,0.466
23,0.096
23,0.012
23,0.134
23,0.243
23,0.826
23,0.588
23,0.272
23,0.386
23,0.141
23,0.246
23,0.005
23,1.424
23,0.377
23,0.924
23,0.636
23,0.135
23,0.838
23,1.718
23,0.24
7,0.388
14,0.521
7,0.284
1,0.028
2,0.206
2,0.524
2,0.146
2,0.128
2,0.014
2,0.844
2,0.178
2,0.281
2,0.091
2,0.014
2,0.183
2,0.923
2,0.28
2,0.517
2,0.464
6,0.521
2,0.224
2,0.583
14,0.14
2,1.484
2,0.374
2,0.427
2,0.395
2,0.277
2,1.103
2,0.822
2,0.028
17,1.218
2,0.106
2,0.9
2,0.721
2,0.175
3,0.014
3,0.471
3,0.298
3,0.321
7,0.234
4,0.044
5,0.997
8,1.045
8,0.029
5,0.125
5,0.847
5,0.259
7,0.187
7,0.867
7,0.305
7,0.146
7,0.51
7,0.484
7,0.218
7,0.643
7,2.202
7,0.091
7,0.077
10,0.028
7,1.247
7,0.249
7,0.156
7,1.052
7,0.295
7,0.028
7,0.27
7,0.175
7,0.194
7,0.177
7,0.042
7,0.789
7,0.089
23,0.01
7,0.11
7,1.14
14,0.233
7,1.212
7,0.634
7,1.878
7,0.26
7,0.429
7,0.176
7,0.09
7,0.26
7,0.42
7,0.551
7,0.157
7,0.312
19,1.061
7,0.108
7,0.585
7,0.88
7,0.397
7,0.059
7,0.33
7,1.076
7,0.029
7,0.413
7,-0.0
7,0.059
7,0.573
7,0.263
7,0.608
7,0.468
7,0.074
7,0.394
7,0.404
7,0.231
7,0.028
7,0.731
7,0.218
7,0.382
14,0.127
8,0.09
8,0.14
8,0.092
8,0.672
12,0.945
16,0.196
16,0.666
16,0.275
16,0.122
16,0.366
19,0.059
18,0.349
22,0.303
22,0.451
2,1.322
2,1.555
2,0.346
2,0.242
14,0.444
4,0.863
2,-0.0
12,0.368
2,0.204
2,0.866
2,0.566
2,0.352
2,0.559
2,0.34
2,0.219
2,0.341
2,0.236
2,0.762
2,0.212
2,0.495
2,0.073
2,0.138
3,0.551
3,0.014
4,0.028
5,0.127
13,0.782
16,0.014
16,1.198
1,0.398
7,0.812
7,0.3
7,0.27
7,0.11
1,-0.0
7,1.287
7,0.777
7,0.029
7,0.587
7,-0.0
7,0.077
7,0.059
15,0.416
1,0.294
7,1.303
1,0.014
11,0.106
16,0.417
16,0.294
3,0.629
10,0.972
1,0.976
1,0.045
1,0.106
1,0.241
10,0.357
1,0.058
1,0.378
1,0.611
1,0.254
1,0.215
1,0.501
1,0.167
1,0.716
1,0.568
1,0.983
1,0.485
1,1.185
1,1.001
1,0.587
1,0.123
1,0.484
1,0.092
1,0.356
1,0.58
1,0.859
12,0.338
1,0.059
1,0.125
1,0.342
1,0.445
1,0.407
14,0.439
1,0.2
1,0.147
1,0.237
1,0.375
1,0.546
1,0.361
16,0.381
1,0.322
16,0.374
1,0.139
1,0.074
1,0.122
1,0.197
1,0.744
1,0.842
1,0.422
1,0.059
1,0.3
1,1.349
1,0.042
1,0.014
1,0.633
1,0.258
1,0.546
1,0.305
2,0.44
1,1.113
1,0.159
1,0.346
1,0.092
1,0.158
1,0.295
1,0.234
1,1.017
1,0.419
1,0.36
1,0.074
1,0.073
1,0.368
1,0.198
1,0.028
1,0.394
1,0.074
1,0.631
1,0.573
1,0.044
1,0.272
1,0.331
1,0.234
1,0.126
1,0.059
1,0.089
1,0.234
20,0.028
1,0.341
1,0.464
1,1.024
1,0.361
1,0.217
1,0.615
1,0.125
1,0.561
1,0.368
1,0.043
1,0.029
1,0.659
1,0.282
1,0.415
1,1.073
1,0.6
1,0.028
1,0.662
1,0.649
1,0.043
1,0.238
1,0.348
1,0.156
1,0.028
13,0.448
1,-0.0
1,0.058
1,-0.0
1,0.177
1,0.819
1,0.318
1,0.379
1,0.139
3,0.272
1,0.234
1,0.439
1,0.234
1,0.239
7,0.392
1,0.897
1,0.837
1,0.534
11,0.042
11,0.296
1,0.092
1,0.994
19,0.934
1,0.924
1,1.015
8,0.224
20,0.109
8,0.551
1,0.029
12,0.317
1,0.75
2,0.124
1,0.355
12,0.361
1,0.547
1,-0.0
12,0.014
1,0.28
1,0.237
1,0.522
1,0.697
12,0.74
1,-0.0
1,0.61
1,0.453
1,0.493
1,0.179
1,0.441
1,0.161
1,1.923
1,0.366
1,0.059
1,1.967
1,0.83
1,0.328
14,0.122
1,1.071
1,0.125
1,0.075
1,0.628
2,0.626
2,0.458
1,0.072
1,0.609
2,0.16
1,0.738
1,0.028
1,0.044
1,-0.0
1,0.089
10,0.292
10,0.028
10,0.304
5,0.896
1,0.397
10,0.398
10,0.201
20,0.14
10,0.486
10,0.286
10,0.546
10,0.786
10,0.475
10,0.375
10,0.638
10,0.142
10,0.453
10,0.224
10,0.147
10,0.254
10,-0.0
10,0.466
10,0.559
10,0.014
10,0.815
10,0.075
10,0.431
10,0.044
10,0.45
10,0.568
10,0.092
10,0.509
10,0.092
10,0.864
10,0.283
10,0.044
10,0.124
10,0.178
10,0.224
6,0.545
10,0.283
10,0.043
10,0.163
10,0.447
10,0.536
10,0.672
10,0.977
10,0.468
10,0.371
10,0.749
10,0.074
10,0.816
10,0.181
10,0.261
10,0.239
10,0.537
10,0.239
10,0.722
10,0.297
10,0.162
6,0.746
6,0.145
10,0.144
10,-0.0
10,0.204
10,0.338
10,0.123
10,0.109
10,0.345
10,0.326
10,0.074
10,0.591
10,0.161
10,0.043
10,0.224
10,0.028
10,0.073
10,1.489
10,0.674
10,0.305
10,0.175
10,0.379
10,0.978
10,0.028
10,0.425
10,0.075
10,0.044
10,0.281
10,0.898
10,0.043
10,0.029
10,0.462
10,0.219
10,0.396
10,0.583
10,0.781
10,0.159
10,0.014
10,0.355
10,0.183
10,0.261
10,0.059
10,0.199
10,0.41
10,0.028
23,0.564
10,0.3
10,0.651
10,0.379
5,-0.0
10,0.793
10,0.694
10,0.178
3,0.045
10,0.043
10,0.516
10,0.693
10,0.615
3,0.469
10,1.629
10,0.491
10,0.924
10,0.184
10,0.183
10,0.029
10,0.612
10,0.348
10,0.355
10,0.33
10,0.216
10,0.375
10,0.186
10,0.282
11,0.014
11,0.092
11,0.216
11,0.67
11,0.429
11,0.639
11,0.641
11,1.301
11,0.014
11,1.307
11,0.427
11,1.025
11,1.72
11,0.392
11,0.076
11,0.107
14,0.043
14,0.074
11,0.223
14,0.585
11,0.773
14,0.22
14,0.043
11,0.68
11,0.124
11,0.309
11,0.726
11,0.222
11,0.377
11,0.108
4,1.086
11,0.638
11,0.028
11,0.512
11,0.414
11,0.014
11,0.2
11,0.4
11,0.255
11,0.544
11,0.677
11,0.107
11,0.28
11,0.478
11,0.165
11,0.588
11,0.18
11,0.259
11,0.092
11,0.141
11,0.014
5,0.043
11,0.14
11,0.074
11,0.934
11,0.107
11,0.919
11,0.254
11,0.128
11,0.396
23,0.328
11,0.195
23,0.259
11,0.924
23,0.087
11,0.394
11,0.981
14,0.028
11,0.18
11,1.268
11,0.014
11,0.802
11,0.06
11,0.127
11,0.164
11,1.571
11,0.18
4,1.13
11,0.501
11,0.076
11,0.183
11,0.044
11,0.437
11,0.325
11,-0.0
11,0.122
11,0.179
11,0.217
11,0.058
11,0.141
11,0.611
11,0.182
11,0.014
11,0.198
11,0.092
11,0.09
11,0.143
11,0.351
11,0.028
11,0.092
11,0.077
11,0.24
11,0.495
11,0.822
11,0.129
11,0.78
23,0.214
11,0.014
4,0.213
11,0.42
11,0.298
11,0.969
11,0.089
11,0.014
11,0.142
11,0.076
11,0.834
11,0.127
11,0.607
11,0.091
11,0.141
12,0.042
12,0.107
12,0.12
12,1.03
12,0.182
1,0.126
1,0.043
12,0.428
12,0.094
4,0.014
4,0.178
12,1.497
1,0.014
12,0.332
12,0.014
12,0.348
12,0.014
12,0.143
12,0.973
1,0.939
12,1.006
12,0.142
12,0.791
1,0.417
1,0.157
12,0.181
12,0.304
12,0.059
12,0.167
12,0.463
12,0.5
12,0.747
12,0.029
12,0.805
12,0.467
12,0.014
1,0.093
1,0.505
1,0.523
1,0.204
12,0.241
12,0.758
12,0.043
12,1.561
12,0.458
12,0.476
12,1.94
12,0.625
12,0.139
12,0.197
12,0.597
12,0.162
12,0.159
12,1.202
4,0.107
12,0.075
12,0.477
12,0.181
12,0.758
12,0.092
12,0.092
3,0.029
12,0.044
12,0.656
12,0.014
12,0.104
12,0.458
12,0.502
12,0.37
12,1.523
12,0.076
12,0.349
12,0.073
12,1.023
12,0.014
12,1.366
12,0.142
12,1.147
12,0.028
12,1.559
18,0.029
12,0.871
12,0.057
12,0.28
12,0.698
12,0.889
12,0.202
12,0.918
12,0.607
12,0.288
12,0.241
3,0.518
12,0.709
12,1.001
12,0.092
12,-0.0
12,0.941
12,-0.0
12,0.014
12,0.633
3,0.092
3,0.075
13,0.043
13,0.259
12,0.127
12,0.667
12,0.014
23,0.885
23,1.523
23,0.073
12,1.573
12,0.278
23,0.078
6,0.216
23,0.459
23,0.213
23,0.336
23,0.281
23,0.009
23,0.086
23,0.012
23,2.026
8,0.824
23,0.6
2,1.045
12,0.356
23,1.391
23,0.696
23,0.055
23,0.566
23,0.214
6,0.014
23,0.057
18,0.317
23,0.059
23,1.418
23,0.134
18,0.448
23,0.737
23,0.352
23,0.385
23,0.83
23,0.064
23,1.772
23,0.522
23,0.18
23,0.075
23,0.256
23,0.321
1,0.144
23,0.256
23,1.306
23,0.207
23,0.604
23,0.534
18,0.568
18,0.635
23,0.118
23,0.065
23,0.741
23,0.565
23,0.65
23,0.64
23,0.278
23,0.087
23,0.681
23,0.077
23,0.012
23,0.293
12,0.163
21,0.643
23,0.064
23,0.018
23,0.074
23,0.276
17,0.158
17,0.014
23,0.431
23,0.087
23,0.057
23,0.054
23,1.073
7,0.396
13,0.244
13,0.141
23,0.025
13,1.779
23,0.085
23,0.781
13,0.197
13,0.163
13,0.234
13,0.075
13,1.0
13,0.679
14,0.043
14,1.195
14,0.639
23,0.045
13,0.106
13,0.141
13,0.284
13,0.142
7,0.492
23,1.015
6,0.074
13,0.161
23,0.247
13,0.348
23,1.121
23,0.154
13,0.54
23,0.524
13,0.076
14,0.043
13,0.261
13,0.334
23,0.055
13,0.38
5,0.574
14,0.32
13,0.06
14,0.609
13,0.37
14,0.764
13,0.105
13,0.126
14,0.163
13,1.655
13,0.161
13,0.219
14,0.453
13,0.159
13,0.52
13,0.199
3,0.258
13,0.941
13,0.14
3,-0.0
3,0.043
13,0.36
13,0.143
13,1.934
13,1.936
13,0.059
13,0.199
13,0.406
1,1.085
13,0.202
13,0.53
13,0.63
13,0.376
13,0.157
13,0.564
14,0.058
14,0.238
13,0.105
14,0.34
13,0.231
13,0.108
13,0.671
13,0.163
13,0.142
13,0.41
13,0.238
13,0.014
13,1.174
13,0.543
13,0.31
13,0.06
5,0.37
13,0.258
13,0.076
13,0.124
14,0.193
14,0.907
13,0.09
13,0.878
13,0.014
13,0.177
13,0.216
13,0.108
13,0.865
13,0.044
13,0.301
13,0.511
13,0.161
13,0.41
13,0.14
13,2.449
14,0.324
14,0.014
13,-0.0
13,0.014
13,0.484
13,0.237
14,0.074
14,0.073
14,0.526
14,2.676
14,0.282
14,0.257
14,0.158
14,0.302
14,0.263
14,0.175
14,0.218
14,2.301
14,0.234
14,0.159
3,0.11
14,0.075
14,1.41
14,0.179
5,0.059
14,0.893
14,0.555
14,0.275
14,0.336
14,0.09
14,1.019
14,0.044
14,0.677
14,0.125
14,0.107
1,0.178
1,0.044
1,0.014
14,0.263
14,0.198
14,0.358
14,0.16
14,0.493
14,0.074
14,0.327
14,0.792
14,0.044
1,0.181
14,0.232
14,0.812
14,0.655
14,0.127
1,0.108
14,0.914
14,0.123
14,0.388
14,0.258
14,0.044
14,0.074
14,0.682
3,0.512
1,0.075
14,0.498
14,0.028
18,0.319
14,0.044
14,0.16
14,0.043
14,0.349
14,0.625
14,0.759
14,0.349
14,0.347
3,0.446
14,0.897
14,0.028
14,0.326
14,0.655
14,1.006
14,0.435
14,0.108
14,1.039
14,0.162
14,0.043
14,0.16
14,1.063
5,0.059
14,0.074
14,0.16
14,0.442
14,1.346
14,0.14
14,0.575
14,1.015
14,0.368
14,0.09
1,0.163
14,0.074
14,1.144
14,0.165
14,0.562
14,0.387
14,0.599
14,0.656
14,0.216
1,0.123
1,0.323
14,0.142
14,0.892
14,1.35
14,0.09
14,0.495
14,0.336
1,0.346
14,0.26
14,0.464
14,0.742
14,0.329
14,0.127
14,0.317
14,0.399
15,0.22
1,1.021
15,0.306
15,0.744
15,0.765
15,0.286
15,-0.0
15,0.014
15,0.418
15,0.571
15,0.107
12,0.255
15,0.736
15,0.551
15,1.1
15,0.217
15,0.044
15,0.401
15,0.621
15,0.692
15,0.411
15,0.919
15,0.176
15,1.317
15,0.646
15,0.448
15,0.126
15,1.699
15,0.092
15,0.341
12,1.015
15,0.422
15,0.014
15,0.014
15,0.028
15,0.319
15,0.042
15,0.058
15,0.299
15,0.107
15,0.028
15,0.219
15,0.479
15,0.142
15,0.236
15,0.83
15,0.029
15,0.072
15,0.427
1,0.385
13,0.824
15,0.177
15,0.108
15,0.159
15,0.486
15,0.219
15,0.233
15,0.123
15,0.058
15,0.635
15,0.277
15,0.199
15,0.014
19,0.144
15,0.216
15,0.651
3,0.058
15,0.429
15,0.378
15,0.766
19,0.286
15,0.2
15,0.142
15,0.333
15,0.058
15,0.467
3,0.475
15,0.141
11,0.52
15,0.469
15,0.542
15,0.219
15,0.2
12,0.813
15,0.479
15,0.862
15,0.816
15,0.697
15,0.255
15,0.16
15,0.091
15,1.585
15,0.216
15,0.629
15,0.091
15,0.121
15,0.105
15,0.107
15,0.197
15,0.573
20,0.06
15,0.349
15,0.043
15,0.109
15,0.059
15,0.178
15,1.231
15,0.143
15,0.837
15,0.662
15,0.393
15,0.043
15,0.058
12,0.199
15,0.484
15,0.074
15,0.16
15,0.284
15,0.704
6,0.18
15,0.522
4,0.143
15,0.232
15,0.16
15,0.717
15,0.201
15,0.489
15,0.014
15,0.627
15,1.018
15,0.597
15,0.105
15,0.124
15,0.123
15,0.495
10,0.182
15,0.498
15,0.028
16,0.6
16,0.492
16,0.073
16,0.028
16,0.142
16,0.212
12,0.162
17,0.093
16,0.363
16,0.043
16,0.343
16,0.028
16,0.523
16,-0.0
5,0.323
16,0.607
16,0.159
16,0.028
16,0.14
16,0.124
16,0.18
16,0.223
7,0.058
16,0.676
16,0.108
16,0.028
16,0.014
16,0.124
16,0.584
16,0.252
16,0.179
16,0.233
16,0.09
16,1.284
16,0.446
16,0.621
16,0.194
16,0.281
16,0.576
16,1.72
16,0.09
16,0.213
6,0.325
16,0.421
16,0.317
16,0.092
16,0.043
16,0.028
16,0.499
16,0.043
16,0.897
16,0.043
16,1.234
16,0.804
16,0.211
16,0.336
16,0.042
16,0.551
16,0.592
16,0.029
16,0.162
16,0.126
16,0.125
16,0.074
16,0.315
16,0.043
16,0.493
16,0.126
16,0.262
16,0.295
14,0.554
16,0.256
16,0.027
16,0.866
16,0.124
16,0.108
16,0.043
16,0.63
16,0.748
16,-0.0
16,0.435
16,0.361
16,0.029
16,0.254
16,0.107
16,0.502
1,0.073
16,0.014
16,0.42
16,0.196
16,0.105
16,0.014
16,0.028
16,0.044
16,0.462
16,0.589
16,0.682
16,0.125
16,0.799
23,0.163
16,0.673
16,0.769
16,0.182
17,0.713
17,1.077
17,0.147
17,-0.0
17,1.195
17,0.975
17,0.737
12,0.043
17,0.707
17,0.142
17,0.603
17,1.611
17,0.137
17,1.015
17,-0.0
17,0.24
23,0.159
17,0.361
17,0.92
23,0.002
17,0.92
17,0.888
17,0.014
17,0.22
17,1.792
17,0.059
17,0.461
17,0.303
17,1.168
17,0.044
17,0.242
17,0.143
17,0.09
17,0.343
17,0.434
17,0.343
17,0.356
1,-0.0
17,0.747
17,0.526
17,0.596
17,0.646
17,0.143
17,0.265
17,0.382
17,0.164
17,0.241
17,0.014
6,0.398
17,0.346
17,0.014
17,0.255
17,0.261
14,0.493
17,0.126
17,0.124
14,0.058
17,0.144
17,0.26
17,0.662
7,0.071
17,0.028
17,0.219
17,0.107
17,0.348
17,0.238
17,0.194
17,0.105
17,0.059
17,0.221
17,1.122
17,0.014
17,0.234
17,0.332
17,0.142
17,0.659
7,0.322
17,0.469
7,0.37
7,0.18
7,0.346
17,0.058
7,0.612
17,0.045
7,0.818
17,0.107
17,0.573
17,0.059
17,0.11
17,0.109
17,0.141
17,0.163
17,0.258
17,0.014
17,0.014
1,1.076
17,0.141
17,0.239
17,0.326
17,0.662
17,0.616
17,0.83
17,0.274
17,0.286
17,0.028
17,0.18
18,0.955
15,0.661
18,0.028
18,0.366
18,0.202
18,0.014
18,0.014
18,1.819
18,0.197
18,0.487
18,0.028
18,0.344
18,0.059
18,0.181
18,0.284
18,0.141
18,0.433
18,0.043
18,0.304
18,0.014
18,0.28
18,0.252
18,0.724
18,0.931
22,0.177
18,0.279
18,0.574
18,0.028
18,0.518
18,0.508
18,0.766
18,0.09
14,0.123
18,0.108
18,0.398
22,0.057
18,0.448
18,0.014
18,0.781
18,0.029
18,1.071
18,0.146
18,0.389
18,0.533
18,0.198
18,0.105
5,0.679
18,0.092
18,0.321
18,1.489
18,0.028
18,1.253
18,0.463
18,0.073
18,0.421
18,0.176
18,0.74
5,0.107
18,0.411
18,0.089
18,0.45
6,0.277
18,0.108
18,0.059
18,0.197
18,0.525
18,0.391
18,0.279
18,1.775
18,0.68
18,0.495
18,0.238
18,0.68
18,0.673
18,0.014
18,0.014
18,0.453
18,0.043
18,0.236
18,0.394
18,0.627
18,0.128
18,1.014
18,0.567
18,0.437
18,0.699
18,0.71
18,0.759
18,0.345
18,0.126
18,0.301
18,0.108
18,1.457
18,0.175
5,0.089
18,0.278
18,0.162
18,0.182
18,1.156
18,0.908
18,0.144
19,0.179
19,0.401
19,0.242
19,0.091
21,0.307
19,1.129
19,0.329
19,0.014
19,0.162
19,0.261
19,0.16
19,0.427
19,0.091
19,0.584
19,1.064
19,0.29
19,0.378
19,0.511
19,0.326
22,0.398
19,0.06
19,0.091
19,0.197
19,0.109
22,0.65
19,0.936
19,0.2
19,0.327
19,0.621
19,0.163
19,0.468
19,0.603
19,0.028
19,0.029
19,0.709
19,0.22
19,0.207
19,0.742
4,0.057
4,0.391
19,-0.0
19,0.107
19,0.358
19,0.029
19,0.719
19,-0.0
10,0.26
19,0.759
19,0.568
1,0.125
19,0.712
19,0.107
19,0.125
19,0.264
19,0.165
19,0.179
19,0.125
19,0.029
19,0.773
19,0.044
19,0.45
19,1.384
19,0.407
19,0.223
19,0.353
19,0.182
19,0.266
19,0.028
19,0.994
19,0.029
19,0.664
19,0.559
19,0.163
19,0.48
19,0.614
19,0.75
19,0.147
19,0.417
19,0.028
2,0.472
2,0.789
2,0.108
2,0.093
2,0.256
2,0.923
2,0.091
2,0.348
2,0.424
2,1.602
2,0.729
2,0.014
2,0.043
2,0.014
2,0.281
2,0.158
2,0.227
2,1.232
2,0.442
2,0.124
2,0.397
2,0.773
1,0.534
2,0.295
2,0.546
14,1.15
7,0.386
2,0.141
2,0.197
2,0.57
2,0.077
2,0.781
20,0.044
2,1.207
2,0.697
2,0.106
2,0.505
2,0.125
2,0.484
2,0.36
2,0.317
9,0.059
8,1.501
2,0.7
2,0.433
2,0.804
2,0.107
2,1.197
2,0.776
2,0.342
2,0.235
2,0.105
2,0.028
2,0.702
11,0.483
2,0.124
2,0.485
2,0.512
2,0.655
2,0.176
16,0.387
2,0.111
2,0.125
2,0.028
3,0.014
2,0.09
2,0.473
2,0.221
2,0.441
2,0.607
2,0.318
16,0.409
2,0.144
2,0.449
2,0.074
2,0.428
2,0.075
2,0.268
2,0.448
2,0.655
2,0.123
2,-0.0
2,0.059
2,0.332
2,1.198
2,0.193
16,0.344
2,0.058
2,0.218
2,1.066
2,1.247
2,0.177
2,0.124
2,1.016
2,0.126
2,0.258
2,0.31
2,0.364
2,0.888
2,0.683
2,0.058
2,0.058
2,0.526
2,0.329
2,0.467
2,0.682
2,0.028
2,0.607
2,0.044
2,-0.0
2,0.16
2,0.404
2,0.275
2,0.283
2,0.075
2,0.877
2,0.329
2,0.355
2,2.52
2,0.258
2,0.162
2,0.966
2,0.437
2,0.06
2,0.058
2,0.894
2,0.465
2,0.28
2,1.305
2,0.374
2,0.076
2,0.957
2,0.439
2,0.219
2,1.036
2,0.505
2,0.542
2,0.129
2,0.109
2,0.656
2,0.164
2,1.053
2,0.043
2,0.058
2,0.029
2,-0.0
2,0.014
2,0.353
2,0.121
2,0.219
2,0.546
2,2.161
2,0.179
2,0.014
2,0.372
2,0.279
2,0.276
2,1.172
2,0.197
2,0.18
2,0.926
2,0.242
2,0.014
2,0.045
2,0.202
2,0.014
2,0.185
2,0.014
2,0.906
2,0.162
2,0.678
2,0.236
2,0.089
2,0.686
2,0.551
2,0.235
2,0.24
2,0.03
2,0.043
2,0.329
2,0.543
2,0.35
2,0.634
2,0.145
2,0.028
2,0.09
2,0.014
2,0.694
2,2.184
14,0.26
2,0.471
2,0.196
2,0.3
2,0.014
2,0.078
2,1.394
2,-0.0
2,0.043
2,0.239
2,0.058
2,0.216
2,0.174
2,0.401
2,0.143
2,0.074
2,0.219
2,0.126
2,0.105
2,0.058
2,0.043
2,0.105
2,0.339
2,0.141
2,0.704
2,0.769
5,0.824
2,0.735
2,0.396
2,0.457
2,0.092
2,1.296
2,0.234
2,0.219
2,0.043
2,0.18
2,0.258
2,0.637
2,0.638
2,0.014
2,0.089
2,0.142
2,0.962
2,0.201
2,0.293
2,0.279
2,0.493
2,0.122
2,0.847
2,0.091
2,0.392
2,0.075
2,1.343
2,-0.0
2,-0.0
2,0.059
2,1.451
2,0.982
2,0.09
2,0.702
2,0.218
2,0.36
2,0.669
2,0.396
2,0.487
2,0.319
2,0.218
2,0.485
20,0.22
20,1.969
20,0.246
20,0.897
20,0.241
20,0.442
20,0.582
20,0.106
20,0.108
20,0.014
20,0.837
20,0.997
20,0.075
20,1.612
20,0.326
4,0.105
20,0.076
20,1.15
20,0.218
23,0.755
20,0.731
20,0.289
20,1.489
20,0.431
20,0.29
20,0.089
20,0.43
20,0.089
20,0.643
20,0.044
20,0.142
20,0.844
20,1.236
20,0.073
20,0.281
20,0.093
20,0.36
20,0.402
20,0.257
20,0.186
20,1.1
20,1.438
20,0.014
20,0.13
20,0.476
20,0.548
20,0.804
20,0.963
20,0.028
20,0.559
20,0.372
20,0.371
20,0.61
20,0.028
20,0.76
20,0.159
20,0.686
20,0.092
20,1.031
20,0.215
20,0.36
20,0.767
20,0.127
20,0.045
20,0.208
20,0.514
20,0.816
20,0.11
20,0.799
22,0.274
21,0.014
22,0.958
21,0.646
21,0.076
21,0.802
21,0.162
21,0.567
21,0.162
21,0.73
21,0.31
21,0.607
21,2.801
21,0.044
21,0.028
21,0.16
21,0.419
22,0.028
21,0.284
21,0.319
21,0.181
21,-0.0
21,1.048
21,0.059
21,0.091
21,0.043
21,0.347
21,0.125
21,0.124
21,0.818
21,0.827
21,0.278
21,0.267
21,1.275
21,0.3
21,0.257
12,0.482
22,1.163
22,0.333
22,0.499
22,0.16
22,0.935
22,0.059
22,0.124
22,0.28
22,0.028
22,1.376
22,0.39
22,0.075
22,0.105
22,1.341
22,0.089
22,1.337
22,0.141
22,0.259
3,0.219
3,0.497
3,0.142
3,0.324
3,0.059
3,0.107
3,0.044
3,1.039
3,0.254
3,0.142
3,0.855
3,0.687
3,0.146
3,0.379
3,0.18
3,0.158
3,2.651
3,0.164
3,1.313
3,0.303
3,0.625
3,1.11
3,0.106
3,0.695
3,0.22
3,1.163
3,0.254
3,0.37
3,0.407
3,0.075
3,0.305
3,0.262
3,0.855
3,0.075
3,0.142
3,0.264
3,0.199
3,0.949
3,0.146
3,0.107
3,1.521
3,0.796
3,0.06
3,0.22
3,0.462
3,0.387
3,0.181
