CHR,P
11,1.868
11,1.743
11,1.618
11,1.493
11,1.118
11,1.993
17,1.184
17,1.684
5,4.649
6,0.012
17,1.874
5,0.928
5,0.678
5,0.803
5,0.553
9,2.992
5,2.905
9,2.367
16,3.15
16,3.65
16,3.025
22,0.285
12,3.729
12,3.854
12,3.104
13,2.004
13,2.629
13,0.331
13,0.456
13,2.879
11,4.637
4,0.582
4,0.957
4,0.832
4,0.707
7,1.646
7,1.021
7,1.146
7,1.271
7,1.396
7,1.521
7,1.896
7,1.771
20,0.006
22,2.099
22,2.224
22,2.974
11,1.083
11,1.708
11,1.458
11,1.333
11,1.208
11,1.583
11,1.958
8,0.812
8,0.562
8,0.687
8,0.937
21,2.128
21,2.003
9,3.031
9,3.156
4,1.448
4,1.573
4,1.823
4,1.198
4,1.073
4,1.323
4,1.698
4,1.948
9,1.74
7,1.509
7,1.884
7,1.634
7,1.759
9,1.99
9,1.865
10,2.614
10,2.239
10,2.739
10,2.989
12,1.726
20,0.65
20,0.275
14,3.013
14,3.263
20,0.4
20,0.525
2,2.512
2,2.137
2,2.387
2,2.012
2,2.637
10,3.092
10,3.342
10,3.717
10,3.217
2,0.695
2,0.82
5,1.634
5,1.384
5,1.759
5,1.009
5,1.134
5,1.259
5,1.884
5,1.509
1,1.213
1,1.088
1,1.338
1,1.463
1,1.838
1,1.963
1,1.588
1,1.713
22,1.986
9,3.371
9,3.121
9,3.496
9,3.996
9,3.246
9,3.621
2,0.026
6,0.55
6,0.675
6,0.8
6,0.925
19,2.366
19,2.991
19,2.241
19,2.116
19,2.741
19,2.491
7,3.269
7,3.019
7,3.144
10,3.057
10,3.807
12,1.843
12,1.218
2,0.86
2,0.61
5,4.544
15,2.659
15,2.909
15,2.034
15,2.284
15,2.534
15,2.409
18,0.345
18,0.47
18,0.845
18,0.595
18,0.72
18,0.97
9,0.391
9,0.266
9,0.516
9,0.641
9,0.891
9,0.766
7,0.116
19,1.709
19,2.081
19,2.331
19,2.456
19,2.206
19,0.283
19,0.408
19,2.581
7,3.109
7,3.484
19,2.831
7,0.162
10,0.577
10,0.702
10,0.827
10,0.952
21,0.354
21,0.604
21,0.979
21,0.729
21,0.479
21,0.854
20,1.247
9,0.233
20,1.122
20,1.372
20,1.497
20,1.622
20,1.997
20,1.872
20,1.747
7,0.083
19,1.64
2,1.292
3,0.942
2,1.042
2,1.167
2,1.667
2,1.542
2,1.917
2,1.417
2,1.792
3,0.692
3,0.567
5,0.433
5,0.308
5,0.183
19,1.773
20,2.368
20,2.618
20,2.493
20,2.782
20,2.993
19,1.963
20,2.243
16,2.133
16,2.258
16,2.008
16,2.758
16,0.335
16,0.46
12,2.462
12,2.337
12,2.087
5,1.613
5,1.238
12,2.212
12,2.837
12,2.587
12,2.962
12,2.712
13,1.487
7,0.379
7,0.254
7,0.129
7,0.629
7,0.754
7,0.504
7,0.879
7,3.199
7,3.449
14,1.624
5,0.104
20,2.541
19,2.002
19,2.252
14,0.231
7,0.05
5,3.597
5,3.472
5,3.222
5,3.722
1,3.051
1,3.801
1,3.301
1,3.426
5,0.15
11,2.525
19,0.842
16,2.223
16,2.473
16,2.848
16,2.348
16,2.098
16,2.723
19,0.592
4,3.126
4,3.001
13,1.327
13,1.827
13,1.077
13,1.577
13,1.202
13,1.452
13,1.952
8,0.113
15,0.569
15,0.694
5,0.071
15,0.944
15,0.819
10,0.672
10,0.797
10,0.922
17,1.264
17,1.514
17,1.889
15,1.739
17,1.014
10,1.197
10,1.572
10,1.822
10,1.947
10,2.325
10,1.697
10,2.45
10,2.825
10,2.2
10,2.7
8,0.159
8,0.034
5,0.242
5,0.367
5,0.867
5,0.617
5,0.992
5,0.492
5,0.742
5,3.062
8,0.057
21,1.201
21,1.826
21,1.951
21,1.076
21,1.451
21,1.701
21,1.326
9,2.354
9,2.604
9,2.104
9,2.479
9,2.229
9,2.854
15,0.261
15,0.136
8,0.08
15,0.636
15,0.761
15,0.386
15,0.511
15,0.886
6,0.18
6,0.43
6,0.305
11,1.398
11,1.648
11,1.773
11,1.898
16,2.773
16,2.734
20,3.319
20,3.444
17,0.332
17,0.457
20,3.819
14,2.836
14,2.336
14,2.461
14,2.211
8,0.126
8,0.626
8,0.251
8,0.501
8,0.376
8,0.876
8,0.751
10,2.415
10,2.29
10,2.165
10,2.54
20,0.278
20,0.403
1,0.786
1,0.536
1,0.661
1,0.911
8,0.024
9,2.069
9,2.444
9,2.319
9,2.819
9,2.569
8,0.047
9,2.194
9,2.694
15,0.228
15,1.752
15,1.377
6,0.147
13,3.95
13,3.075
13,3.7
19,1.189
19,1.314
19,1.439
19,1.814
19,1.564
19,1.939
19,1.064
7,2.092
7,2.342
7,2.217
7,2.467
7,2.592
7,2.842
7,2.967
7,2.717
22,0.455
14,1.04
14,1.54
14,1.415
14,1.665
14,1.79
14,1.876
14,1.915
14,1.751
4,0.025
15,0.195
15,0.07
15,0.445
15,0.32
4,0.048
16,1.491
16,1.741
16,1.991
16,1.116
16,1.866
16,1.241
16,1.366
16,1.616
13,3.915
16,0.59
16,0.715
16,0.965
16,0.84
19,1.154
19,1.279
19,1.029
19,1.904
10,0.926
4,0.094
4,0.219
7,2.557
7,2.057
7,2.182
7,2.307
7,2.432
7,2.682
10,0.676
8,1.694
8,1.819
8,1.319
8,1.444
8,1.944
8,1.569
22,1.913
10,4.038
9,0.705
9,0.83
9,0.58
9,0.955
12,1.019
11,0.196
11,0.446
4,0.015
8,1.598
8,1.223
8,1.098
8,1.723
8,1.348
8,1.473
8,1.973
8,1.848
2,0.74
2,0.365
2,0.49
2,0.865
2,0.99
2,0.24
2,0.615
19,1.124
19,1.624
19,1.249
19,1.999
19,1.835
4,0.038
19,1.21
19,1.085
19,1.335
19,1.71
19,1.96
19,1.585
19,1.46
9,4.067
21,0.224
21,3.164
22,2.19
16,1.081
16,1.331
16,1.206
16,1.706
16,1.581
16,1.956
16,1.456
4,2.109
4,2.984
4,2.359
4,2.484
4,0.436
4,0.061
4,0.186
4,0.311
4,2.859
4,2.609
11,0.117
13,3.38
7,2.147
7,2.022
7,2.397
7,2.647
7,2.772
11,0.163
12,1.375
4,0.107
10,4.378
12,1.875
14,0.828
14,0.578
14,0.703
14,0.953
5,2.545
5,2.42
5,2.17
2,0.207
5,2.92
5,2.295
5,2.045
5,2.67
1,2.499
1,2.374
1,2.249
1,2.124
1,2.874
1,2.624
1,2.999
8,0.942
13,1.528
13,1.153
13,1.778
13,1.903
13,1.653
3,0.795
3,0.92
18,0.265
18,0.765
11,0.084
18,0.64
18,0.515
18,0.14
18,0.89
18,0.39
4,2.449
4,2.574
4,2.074
4,2.324
4,2.199
4,2.949
4,2.699
6,1.586
6,1.461
6,1.711
6,1.211
6,1.336
6,1.836
6,1.961
6,1.086
22,1.227
22,1.727
22,1.102
22,1.352
22,1.313
22,1.938
22,1.188
22,1.477
22,1.602
22,1.813
22,1.688
11,4.52
11,0.63
11,0.38
11,0.755
11,0.505
11,0.13
11,0.255
11,0.88
11,4.02
14,1.319
14,1.694
14,1.194
14,1.069
2,0.001
18,0.007
5,2.01
5,2.635
5,2.385
5,2.135
5,2.76
5,2.51
5,2.26
5,2.885
21,0.524
18,1.131
18,1.006
18,1.506
18,0.232
18,1.256
18,1.881
9,1.302
9,1.177
9,1.427
9,1.802
9,1.052
9,1.927
9,1.677
9,1.552
12,0.068
12,0.443
10,3.481
12,0.318
12,0.193
3,0.237
3,0.487
6,1.551
6,1.676
6,1.301
6,1.051
6,1.176
6,1.426
6,1.926
6,1.801
18,2.214
6,0.648
6,0.898
6,0.773
6,0.398
8,0.965
18,2.931
18,2.806
19,3.992
20,2.392
20,2.017
20,2.892
20,2.517
12,0.114
20,2.267
20,2.142
7,0.674
7,0.799
7,0.924
2,2.187
2,2.562
2,2.687
2,2.062
2,2.312
2,2.437
7,0.549
10,0.089
10,0.214
13,2.99
12,0.035
12,0.16
9,1.017
9,1.267
9,1.642
9,1.392
9,1.142
9,1.767
9,1.517
9,1.892
3,1.103
3,1.728
3,0.204
3,1.353
3,1.478
3,1.228
3,1.853
3,1.603
3,1.978
12,0.058
12,0.396
16,3.669
16,3.169
16,3.294
18,2.968
12,3.248
12,3.748
12,3.998
12,3.498
13,2.398
13,2.023
12,0.081
13,2.148
11,4.781
11,4.531
13,2.273
7,1.29
7,1.665
7,1.415
7,1.79
7,1.04
7,1.915
7,1.165
7,1.54
8,3.635
8,3.01
8,3.135
10,0.431
10,0.181
10,0.306
15,3.44
1,0.85
1,0.35
1,0.475
1,0.6
1,0.975
1,0.725
21,0.458
21,0.333
13,0.924
13,0.549
11,1.102
11,1.602
11,1.477
11,1.727
11,1.227
11,1.852
11,1.352
11,1.977
10,0.102
5,0.662
5,0.787
5,0.912
5,0.537
13,0.042
16,3.134
16,3.259
16,3.509
17,2.534
17,2.409
17,2.284
17,2.159
13,2.113
13,2.238
13,2.488
13,2.988
13,0.065
13,0.44
13,0.19
10,0.148
4,0.816
4,0.691
4,0.941
4,0.566
7,1.755
7,1.255
7,1.005
7,1.505
7,1.63
7,1.88
7,1.13
7,1.38
15,0.021
22,2.083
12,1.208
12,1.833
12,1.583
12,1.458
12,1.958
22,2.458
10,3.236
10,3.611
10,3.736
10,3.111
11,1.817
11,1.692
11,1.067
11,1.567
11,1.442
11,1.192
8,0.546
5,1.778
5,1.153
5,1.028
5,1.403
5,1.528
5,1.278
5,1.653
5,1.903
5,4.973
20,1.664
18,0.677
20,1.854
21,2.362
21,2.237
9,3.015
9,3.14
13,0.157
13,0.032
4,1.182
4,1.432
4,1.307
4,1.557
4,1.932
4,1.057
4,1.807
4,1.682
12,0.733
13,2.203
13,2.828
13,2.328
13,2.953
20,1.291
20,1.791
13,0.055
15,0.011
20,0.134
20,0.509
13,0.078
14,3.622
14,3.247
14,3.372
20,0.634
20,0.259
20,0.384
20,0.759
5,4.063
1,1.197
1,1.572
1,1.447
1,1.072
1,1.322
1,1.822
1,1.697
1,1.947
14,4.247
17,1.417
15,1.436
15,1.186
9,3.48
9,3.355
9,3.23
9,3.105
15,1.061
15,1.311
15,1.811
15,1.561
14,0.003
6,0.534
6,0.784
6,0.659
6,0.909
17,0.811
11,0.012
17,0.561
17,0.686
17,0.936
19,2.1
19,2.225
19,2.35
7,3.503
7,3.128
20,0.101
20,0.226
9,0.079
18,0.704
18,0.954
18,0.579
18,0.829
9,0.25
9,0.0
9,0.5
9,0.75
9,0.125
9,0.875
9,0.375
9,0.625
20,0.37
20,0.495
20,0.245
20,0.87
20,0.62
9,0.023
10,2.274
10,2.774
20,0.995
16,2.027
16,2.777
16,2.402
16,2.152
16,2.277
16,2.902
16,2.652
17,0.665
17,0.915
22,0.559
19,2.815
11,3.389
9,0.046
11,3.139
11,3.014
11,3.639
19,2.44
19,2.19
8,2.743
8,2.368
8,2.243
8,2.118
8,2.618
7,0.146
8,2.993
8,2.868
20,0.157
20,0.032
22,1.562
21,0.588
21,0.713
21,0.963
21,0.838
9,0.217
9,0.092
22,2.279
2,1.651
2,1.401
2,1.151
2,1.276
2,1.526
2,1.026
2,1.901
2,1.776
16,2.117
16,2.242
16,2.992
16,2.492
16,0.319
16,0.069
12,2.446
4,3.895
4,3.145
4,3.02
4,3.27
4,3.52
12,2.196
12,2.696
12,2.071
12,2.821
13,1.221
7,0.363
7,0.238
7,0.488
7,0.613
7,0.863
7,0.738
7,0.988
7,3.558
7,3.183
14,2.532
14,2.618
22,0.909
17,1.863
22,1.626
16,0.115
22,1.316
22,1.816
11,0.8
11,0.55
11,0.925
11,0.675
14,0.09
14,0.215
1,3.035
1,3.16
1,3.535
1,3.285
17,1.99
9,2.123
9,2.248
9,2.498
9,2.623
9,2.998
9,2.373
9,2.748
16,0.161
16,2.332
16,2.207
16,2.082
16,2.832
16,2.582
16,2.707
4,3.36
4,3.235
7,0.205
13,1.186
13,1.561
13,1.436
13,1.061
13,1.311
13,1.936
13,1.686
17,0.71
19,0.1
21,0.003
17,1.373
14,2.605
14,2.105
14,2.98
14,2.23
14,0.182
14,0.307
10,2.184
10,2.059
10,2.309
10,2.809
10,2.684
10,2.434
10,2.934
10,2.559
8,0.143
5,0.351
5,0.851
5,0.476
5,3.296
5,3.921
5,0.726
5,0.976
5,0.601
12,1.778
9,2.588
9,2.338
9,2.463
9,2.088
9,2.713
9,2.838
9,2.213
9,2.963
14,0.103
6,0.289
6,0.414
20,3.053
20,3.178
17,0.316
7,2.111
7,2.236
7,2.486
7,2.736
7,2.361
7,2.611
17,0.191
14,2.82
14,2.07
14,2.32
14,2.195
8,0.235
8,0.485
2,3.348
2,3.723
2,3.973
8,0.61
8,0.36
8,0.86
8,0.985
8,0.735
8,1.559
13,2.981
13,2.606
13,2.731
1,0.27
1,0.52
1,0.645
1,0.395
1,0.77
1,0.895
12,1.532
17,0.112
14,0.778
14,0.903
12,0.672
9,2.678
1,2.831
9,2.303
9,2.053
9,2.178
9,2.428
9,2.928
9,2.553
9,2.803
15,0.087
15,0.212
19,1.364
3,0.466
3,0.341
13,0.613
22,0.041
13,3.684
17,0.158
17,0.033
19,1.298
19,1.423
19,1.048
19,1.173
19,1.798
19,1.548
19,1.923
7,2.076
7,2.701
7,2.451
7,2.201
7,2.576
7,2.326
7,2.951
22,0.189
22,0.314
18,1.837
13,0.74
8,1.681
20,0.029
12,1.038
12,1.288
12,1.163
12,1.413
12,1.538
12,1.663
12,1.913
12,1.788
15,0.304
15,0.179
15,0.429
22,0.11
13,1.643
6,0.973
6,0.848
6,0.348
6,0.723
6,0.598
6,0.473
6,0.002
19,2.605
22,0.008
9,4.211
16,1.1
16,1.225
16,1.35
16,1.475
16,1.85
16,1.975
16,1.6
16,1.725
22,1.654
13,3.024
22,0.031
22,0.156
10,0.785
7,2.041
7,2.166
7,2.291
7,2.416
7,2.541
10,0.91
10,0.535
10,0.66
22,1.092
13,0.192
1,0.329
1,0.454
22,0.054
22,1.355
22,0.077
17,2.949
17,2.324
9,0.689
9,0.564
9,0.939
9,0.814
12,1.003
12,1.253
12,1.128
12,1.753
8,1.082
5,2.689
5,2.189
5,2.064
5,2.314
5,2.439
5,2.564
5,2.814
5,2.939
8,1.582
2,0.349
2,0.849
2,0.974
2,0.724
2,0.599
2,0.474
21,3.148
9,4.176
9,4.426
16,1.19
16,1.065
16,1.565
16,1.44
16,1.315
16,1.94
16,1.69
4,2.218
4,2.718
4,2.343
4,2.093
4,0.295
4,0.42
4,2.468
4,2.843
4,2.968
4,2.593
13,0.266
13,0.766
13,0.391
13,0.516
8,0.705
20,1.44
20,1.94
11,0.147
5,2.779
5,2.154
5,2.404
5,2.279
5,2.029
5,2.654
1,2.233
1,2.483
1,2.733
1,2.858
1,2.108
1,2.358
1,2.983
1,2.608
14,1.867
9,4.141
18,0.124
18,0.999
18,0.374
18,0.874
18,0.249
18,0.624
18,0.499
18,0.749
4,2.308
4,2.558
4,2.058
4,2.183
4,2.683
4,2.933
4,2.433
6,1.695
6,1.82
6,1.445
6,1.945
6,1.57
6,1.07
6,1.32
6,1.195
5,1.547
5,1.297
9,1.97
18,0.022
10,2.633
10,2.508
10,2.383
15,2.945
15,2.445
20,2.286
20,2.911
20,2.411
20,2.536
20,2.161
18,0.045
18,4.169
11,0.239
11,0.989
11,0.614
11,0.739
11,0.864
11,0.364
11,0.489
14,1.178
14,1.553
14,1.053
14,1.428
14,1.303
2,0.408
2,0.283
5,3.011
5,3.261
15,3.352
18,1.865
18,1.615
18,0.216
18,0.091
18,1.24
18,1.49
9,1.036
9,1.286
9,1.161
9,1.911
9,1.536
9,1.411
9,1.786
9,1.661
3,1.747
3,1.122
3,1.872
3,1.372
3,1.497
3,1.247
3,1.997
3,1.622
16,3.295
3,0.346
3,0.846
6,1.66
3,0.596
3,0.471
3,0.721
3,0.971
6,1.16
6,1.535
6,1.035
6,1.285
6,1.41
16,3.188
18,0.468
20,2.126
20,2.501
20,2.001
20,2.251
20,2.626
20,2.376
8,3.279
8,3.154
8,3.529
8,3.029
2,2.171
2,2.296
2,2.046
2,2.421
2,2.546
2,2.671
2,2.921
10,1.006
10,0.863
10,1.256
10,1.756
10,1.506
10,1.631
10,1.881
12,1.948
12,1.073
12,1.198
12,1.698
12,1.823
12,1.323
15,2.178
15,2.678
21,0.225
21,0.1
18,0.183
18,0.308
18,0.433
12,0.144
5,4.527
3,1.212
3,1.337
3,1.462
3,1.087
3,1.837
3,1.587
3,1.962
3,1.712
16,3.278
12,3.857
12,3.232
12,3.107
13,2.007
13,2.632
13,2.382
13,2.257
13,2.757
11,4.64
11,4.515
13,2.882
7,1.774
7,1.024
7,1.274
7,1.524
7,1.399
7,1.149
7,1.899
7,1.649
10,0.415
10,0.29
1,0.584
1,0.959
1,0.709
1,0.834
21,0.192
21,0.317
21,0.067
21,0.442
11,1.336
11,1.086
11,1.836
11,1.961
11,1.211
11,1.586
11,1.461
11,1.711
12,0.611
12,0.236
12,0.361
10,0.504
10,0.379
10,0.629
10,0.754
5,0.771
5,0.396
5,0.271
5,0.521
5,0.896
5,0.646
15,1.215
15,1.09
15,1.59
15,1.715
15,1.801
15,1.176
15,1.676
15,1.465
17,1.532
17,1.032
17,1.782
20,2.262
20,2.387
20,2.137
20,2.012
20,2.512
16,0.923
16,0.798
16,0.548
16,0.673
16,3.493
16,3.368
17,2.268
17,2.893
17,2.393
17,2.018
13,2.097
13,2.472
13,2.222
7,0.467
7,0.342
10,0.166
13,0.299
13,0.424
13,0.174
13,2.347
22,1.592
1,1.075
1,1.575
1,1.325
1,1.2
1,1.7
1,1.45
1,1.825
1,1.95
22,2.692
14,3.141
14,3.891
22,2.317
16,1.916
16,1.666
22,2.067
10,3.095
22,2.192
11,1.051
11,1.301
11,1.176
11,1.801
11,1.676
11,1.426
11,1.926
8,0.28
5,1.137
5,1.387
5,1.012
5,1.512
5,1.262
5,1.762
5,1.637
5,1.887
8,0.405
17,0.986
11,2.669
11,2.919
11,2.419
9,3.499
9,3.749
9,3.624
20,0.072
20,0.235
13,0.141
20,0.485
4,1.541
4,1.166
4,1.416
4,1.041
4,1.291
4,1.666
4,1.916
4,1.791
17,0.53
17,0.78
17,0.405
17,0.905
17,0.28
19,2.744
19,2.494
19,2.119
19,2.994
19,2.244
19,2.369
20,0.118
20,0.493
20,0.368
20,0.868
20,0.618
20,0.243
16,1.84
20,0.743
10,3.06
10,3.935
10,3.185
17,0.74
17,0.24
12,1.181
21,1.75
13,0.483
13,0.608
13,0.858
13,0.733
13,0.358
13,0.983
19,1.144
19,1.519
19,1.394
19,1.269
19,1.769
6,0.893
6,0.393
6,0.268
6,0.768
6,0.518
6,0.643
17,0.795
17,0.67
17,0.545
17,0.92
19,2.084
19,2.709
19,2.459
19,2.209
7,3.862
19,2.959
20,1.234
20,0.21
8,0.339
8,0.464
20,1.888
20,0.508
20,0.383
20,0.258
20,0.133
20,0.633
20,0.758
20,0.883
7,2.186
18,0.813
18,0.563
18,0.688
18,0.938
9,0.484
9,0.984
9,0.359
9,0.609
9,0.734
9,0.859
16,2.136
16,2.011
16,2.511
16,2.386
16,2.886
16,2.261
16,2.636
22,0.668
22,0.793
6,2.445
22,0.543
22,0.918
7,3.577
8,2.977
4,0.465
4,0.34
8,2.227
8,2.477
8,2.102
8,2.602
8,2.727
10,0.128
14,0.745
14,1.645
21,0.947
21,0.697
21,0.822
21,0.572
5,3.1
5,3.225
2,1.76
2,1.635
2,1.51
2,1.385
2,1.885
2,1.01
2,1.135
2,1.26
16,2.101
16,2.226
16,2.726
16,2.601
16,0.178
16,0.428
16,0.303
4,3.379
4,3.004
13,1.08
13,1.205
13,1.33
13,1.455
13,1.58
13,1.955
13,1.83
13,1.705
7,0.347
7,0.972
7,0.472
7,0.847
7,0.722
7,0.597
8,5.262
21,1.688
21,1.188
21,1.313
21,1.563
21,1.813
21,1.438
21,1.063
21,1.938
9,0.293
9,0.418
11,0.534
11,0.784
11,0.659
11,0.909
21,0.521
5,3.94
5,3.19
5,3.065
5,3.69
2,0.203
2,0.453
2,0.328
1,3.394
1,3.144
1,3.644
19,1.479
9,2.232
9,2.107
9,2.357
9,2.482
9,2.857
9,2.607
9,2.732
16,0.145
16,2.691
16,2.441
16,2.566
4,0.649
4,0.399
4,0.774
4,0.524
4,0.274
4,0.899
4,3.344
4,3.094
4,3.219
13,1.67
13,1.42
13,1.795
13,1.045
17,3.066
17,3.441
17,3.691
20,3.197
20,3.572
22,1.599
17,1.232
14,2.339
14,2.714
14,2.589
14,2.214
14,0.291
14,0.416
10,2.043
10,2.543
10,2.168
10,2.418
10,2.918
10,2.293
10,2.793
2,0.17
10,2.668
5,0.71
5,0.96
5,0.585
5,0.835
5,3.155
5,3.28
13,1.383
13,1.258
13,1.883
13,1.008
9,2.572
9,2.072
3,0.525
3,0.4
3,0.65
3,0.9
9,2.197
9,2.697
9,2.322
9,2.822
3,0.233
16,4.599
22,1.957
22,1.082
22,1.332
22,1.207
22,1.582
22,1.707
20,3.537
20,3.037
17,0.175
7,2.22
7,2.845
7,2.345
7,2.095
7,2.72
7,2.595
7,2.47
7,2.97
14,2.179
14,2.804
14,2.429
14,2.554
8,0.344
8,0.469
2,3.082
2,3.582
8,0.719
8,0.594
8,0.844
8,0.969
15,0.045
15,1.758
18,0.986
12,0.281
12,0.531
12,0.406
7,2.77
12,0.906
12,0.656
12,0.781
15,1.095
15,1.345
15,1.72
15,1.47
15,1.22
3,0.2
3,0.45
3,0.325
1,0.05
9,4.48
13,3.793
13,3.043
17,0.142
19,1.407
19,1.657
19,1.157
19,1.282
19,1.032
6,0.378
6,0.128
6,0.503
6,0.753
6,0.878
7,2.185
7,2.81
7,2.31
7,2.06
7,2.935
7,2.56
7,2.435
1,0.221
1,0.096
10,4.291
12,1.022
12,1.397
12,1.647
12,1.772
12,1.147
12,1.522
12,1.897
12,1.272
15,0.413
15,0.288
14,0.432
3,0.167
6,0.582
6,0.832
6,0.707
6,0.957
1,0.017
20,2.542
20,2.042
20,2.167
20,2.417
9,4.32
9,4.195
18,0.598
20,2.292
16,1.584
16,1.084
16,1.459
16,1.209
16,1.709
16,1.334
16,1.959
16,1.834
16,4.154
1,0.04
13,3.883
5,1.912
5,1.287
5,1.787
5,1.162
5,1.662
5,1.412
10,0.269
7,2.15
7,2.4
7,2.025
7,2.525
7,2.275
7,2.775
7,2.9
10,0.519
10,0.644
15,3.045
1,0.188
1,0.438
1,0.063
1,0.313
22,3.103
22,1.678
8,1.941
5,2.173
5,2.048
5,2.673
5,2.298
5,2.548
5,2.423
5,2.798
6,4.393
8,1.191
1,0.109
22,1.368
22,1.868
11,2.824
16,1.049
16,1.174
16,1.424
16,1.549
16,1.674
16,1.299
16,1.799
4,2.952
4,2.452
4,2.077
4,2.202
4,2.577
4,2.702
13,0.403
13,0.528
13,0.778
13,0.278
22,1.805
22,1.305
22,2.022
22,2.522
10,1.996
10,1.621
20,1.911
5,2.763
5,2.513
5,2.013
5,2.138
5,2.263
5,2.388
5,2.638
22,1.432
22,1.622
16,1.935
4,2.292
4,2.167
4,2.667
4,2.042
4,2.542
4,2.917
4,2.792
6,1.929
6,1.804
4,2.417
6,1.179
6,1.554
6,1.429
6,1.054
6,1.679
6,1.304
19,3.12
20,2.52
20,2.895
20,2.02
20,2.645
20,2.27
20,2.145
20,2.395
18,4.028
11,0.348
11,0.848
11,0.973
11,0.598
11,0.473
11,0.723
14,1.287
14,1.412
10,1.491
10,1.116
10,1.366
10,1.866
10,1.741
10,1.241
10,1.991
10,1.616
11,0.002
12,2.674
17,0.872
17,0.747
17,0.622
17,0.997
18,1.474
10,0.619
10,0.119
10,0.744
10,0.494
10,0.869
9,1.145
9,1.52
9,1.02
9,1.395
9,1.77
9,1.645
9,1.27
9,1.895
3,1.481
3,1.231
3,1.606
3,1.106
3,1.981
3,1.356
3,1.731
3,1.856
15,1.041
20,0.955
3,0.83
3,0.58
6,1.144
6,1.019
6,1.769
3,0.955
3,0.705
6,1.269
6,1.519
6,1.644
6,1.394
6,1.894
16,3.422
16,3.047
9,0.013
11,4.534
20,2.485
20,2.86
20,2.61
20,2.11
20,2.235
20,2.36
8,3.263
8,3.638
8,3.138
2,2.03
2,2.155
2,2.405
2,2.28
2,2.655
2,2.53
2,2.905
2,5.35
2,2.78
16,1.406
16,1.656
16,1.281
16,1.781
16,1.531
16,1.906
21,0.209
18,0.292
18,0.417
9,0.338
9,0.463
5,4.636
3,1.571
3,1.071
3,1.696
3,1.196
3,1.321
3,1.446
3,1.946
3,1.821
20,0.6
20,0.85
20,0.725
20,0.975
16,3.387
16,3.012
16,3.512
13,2.491
13,2.116
13,2.366
13,2.741
13,2.241
13,2.866
19,0.605
19,0.48
19,0.98
19,0.355
7,1.133
7,1.383
7,0.234
7,1.258
7,1.008
7,1.758
7,1.883
7,1.508
7,1.633
1,0.693
1,0.818
1,0.568
1,0.943
22,0.16
21,0.301
21,0.176
21,0.426
11,1.07
11,1.32
11,1.195
11,1.82
11,1.695
11,1.945
11,1.445
11,1.57
12,0.97
12,0.595
12,0.345
14,0.336
14,0.461
5,0.38
5,0.505
5,0.63
5,0.255
5,0.13
5,0.755
5,0.88
21,1.615
19,1.009
19,1.384
19,1.509
19,1.134
19,1.759
19,1.259
19,1.884
19,1.634
21,2.115
21,2.615
16,0.657
16,0.532
16,0.782
16,0.907
16,3.102
16,3.352
17,2.002
4,1.185
4,1.56
4,1.81
4,1.435
4,1.06
4,1.685
4,1.935
4,1.31
7,0.326
7,0.201
7,0.451
13,2.456
13,2.331
19,2.411
20,0.211
1,1.934
1,1.184
1,1.059
1,1.809
1,1.559
1,1.434
1,1.309
1,1.684
14,2.387
14,2.012
14,3.625
10,3.079
10,3.329
2,0.682
2,0.557
5,1.746
5,1.996
5,1.496
5,1.121
5,1.621
2,0.807
2,0.932
5,0.222
5,0.097
5,1.371
5,4.066
19,0.414
9,3.108
9,3.858
19,0.289
4,1.775
4,1.15
4,1.525
4,1.4
4,1.275
4,1.025
4,1.65
4,1.9
19,2.978
5,0.041
19,2.353
19,2.103
19,2.478
14,0.27
14,0.52
14,0.395
14,0.645
14,0.77
14,0.895
14,3.84
14,3.59
20,0.727
20,0.852
8,0.231
6,0.081
19,2.346
19,2.971
19,2.221
19,2.596
14,4.26
13,0.592
13,0.842
13,0.717
13,0.967
15,0.458
15,0.333
21,0.187
21,0.437
21,0.062
6,0.377
6,0.127
6,0.502
6,0.627
6,0.752
6,0.252
6,0.877
20,0.593
17,0.279
6,0.025
11,3.267
17,0.404
17,0.529
17,0.654
17,0.904
17,0.779
7,3.096
15,1.534
18,2.355
18,2.98
18,2.191
8,0.198
8,0.448
8,0.323
3,0.367
3,0.742
2,1.888
2,1.013
2,1.263
2,1.138
2,1.638
2,1.388
2,1.513
2,1.763
6,0.048
8,1.664
13,2.875
13,2.375
13,2.25
14,0.133
14,0.508
14,0.383
14,0.758
3,0.929
3,0.554
3,0.679
3,0.804
6,0.219
6,0.094
19,1.594
19,1.969
16,2.745
16,2.62
16,2.245
16,2.495
16,2.12
16,2.37
4,3.273
4,3.398
4,3.898
4,3.023
4,3.523
22,0.527
22,0.277
22,0.902
22,0.777
22,0.402
22,0.652
7,3.061
7,3.936
8,2.211
8,2.336
8,2.086
8,2.711
8,2.586
6,0.015
8,2.461
10,1.949
6,0.038
18,1.228
18,1.853
18,1.603
18,1.478
18,1.978
15,0.392
15,0.267
15,0.767
15,0.642
15,0.517
15,0.892
5,3.334
5,3.084
5,3.209
6,0.845
13,1.623
13,1.873
13,1.123
13,1.748
13,1.373
13,1.248
13,1.998
20,0.009
22,0.672
16,2.085
16,2.335
16,2.585
16,2.71
16,0.287
16,0.412
16,2.835
4,3.113
4,3.363
1,1.723
1,1.973
4,3.488
4,3.238
4,0.166
13,1.439
13,1.189
13,1.564
7,0.581
